Loan_ID,Age,Income,Employment_Length_Years,Home_Ownership,Loan_Intent,Loan_Amount,Interest_Rate,Loan_Status
12625,57,61928.0,8,MORTGAGE,MEDICAL,14847.0,12.66,0
12626,24,118087.0,5,RENT,PERSONAL,19352.0,11.66,1
12627,24,55711.0,1,RENT,EDUCATION,9297.0,12.67,0
12628,40,89962.0,0,RENT,DEBTCONSOLIDATION,29940.0,14.92,1
12629,30,55039.0,13,MORTGAGE,VENTURE,18256.0,10.92,0
12630,44,71561.0,7,RENT,MEDICAL,5203.0,9.02,0
12631,55,110483.0,2,RENT,EDUCATION,8499.0,7.83,0
12632,46,116395.0,0,MORTGAGE,VENTURE,7173.0,10.39,0
12633,57,36577.0,14,OWN,PERSONAL,19273.0,15.89,1
12634,58,63350.0,7,MORTGAGE,DEBTCONSOLIDATION,27368.0,16.09,0
12635,41,68798.0,0,MORTGAGE,VENTURE,13650.0,14.84,0
12636,60,116417.0,0,RENT,DEBTCONSOLIDATION,11173.0,8.78,0
12637,59,45785.0,7,MORTGAGE,VENTURE,9382.0,13.73,1
12638,41,107227.0,0,RENT,PERSONAL,21915.0,13.49,0
12639,30,96957.0,8,OWN,EDUCATION,2801.0,12.28,1
12640,58,100431.0,13,MORTGAGE,DEBTCONSOLIDATION,10234.0,13.2,0
12641,24,52297.0,8,RENT,DEBTCONSOLIDATION,15897.0,12.39,1
12642,40,106894.0,11,MORTGAGE,EDUCATION,17197.0,13.42,0
12643,37,98772.0,12,OWN,DEBTCONSOLIDATION,21733.0,15.52,0
12644,27,54581.0,8,RENT,MEDICAL,26389.0,7.03,0
12645,24,90192.0,2,MORTGAGE,EDUCATION,11969.0,15.99,0
12646,49,36462.0,3,OWN,PERSONAL,5201.0,7.4,1
12647,34,99173.0,4,MORTGAGE,VENTURE,18733.0,6.43,1
12648,23,50511.0,5,OWN,VENTURE,28143.0,19.17,1
12649,44,111106.0,8,MORTGAGE,EDUCATION,27705.0,18.9,0
12650,57,83665.0,12,RENT,MEDICAL,29535.0,6.35,0
12651,36,79414.0,10,RENT,PERSONAL,11972.0,11.71,0
12652,24,116010.0,11,OWN,VENTURE,2583.0,8.11,0
12653,44,107573.0,3,RENT,VENTURE,14719.0,12.29,0
12654,54,48386.0,13,MORTGAGE,MEDICAL,5377.0,17.12,0
12655,50,89460.0,13,RENT,DEBTCONSOLIDATION,24412.0,18.81,1
12656,38,41221.0,5,RENT,EDUCATION,26078.0,14.38,0
12657,39,58474.0,12,RENT,MEDICAL,24580.0,10.45,0
12658,51,76258.0,0,MORTGAGE,MEDICAL,25467.0,13.95,0
12659,39,76258.0,1,MORTGAGE,MEDICAL,16855.0,9.87,0
12660,39,57706.0,7,RENT,MEDICAL,5401.0,18.24,0
12661,42,77771.0,3,OWN,DEBTCONSOLIDATION,15636.0,17.69,1
12662,44,87335.0,9,RENT,PERSONAL,21569.0,13.32,0
12663,32,87949.0,6,MORTGAGE,MEDICAL,28770.0,10.05,0
12664,50,105714.0,3,RENT,MEDICAL,23669.0,9.61,1
12665,58,50240.0,13,OWN,EDUCATION,17738.0,5.97,1
12666,51,37716.0,8,MORTGAGE,VENTURE,27738.0,16.92,1
12667,56,51574.0,8,MORTGAGE,DEBTCONSOLIDATION,8772.0,11.81,0
12668,39,118255.0,3,RENT,MEDICAL,26874.0,10.05,1
12669,56,108717.0,12,MORTGAGE,PERSONAL,21731.0,12.1,1
12670,50,79066.0,14,OWN,PERSONAL,12131.0,16.96,0
12671,53,96826.0,7,MORTGAGE,PERSONAL,2788.0,7.24,0
12672,38,55213.0,5,RENT,EDUCATION,23329.0,17.51,1
12673,48,106916.0,0,RENT,PERSONAL,18184.0,18.07,0
12674,31,101151.0,14,MORTGAGE,EDUCATION,4889.0,18.75,0
12675,53,85906.0,6,RENT,DEBTCONSOLIDATION,11569.0,11.06,0
12676,37,35463.0,0,RENT,PERSONAL,23657.0,8.54,1
12677,26,66973.0,2,RENT,VENTURE,12141.0,10.73,1
12678,24,109694.0,7,MORTGAGE,MEDICAL,21656.0,10.16,1
12679,40,55651.0,14,RENT,DEBTCONSOLIDATION,27453.0,7.97,1
12680,47,103694.0,8,MORTGAGE,VENTURE,23618.0,14.0,1
12681,35,55008.0,2,OWN,DEBTCONSOLIDATION,13934.0,12.17,0
12682,26,105474.0,0,RENT,PERSONAL,11769.0,17.62,1
12683,34,73185.0,0,RENT,DEBTCONSOLIDATION,25286.0,5.95,0
12684,31,109417.0,6,RENT,DEBTCONSOLIDATION,29715.0,14.51,1
12685,59,106139.0,4,MORTGAGE,DEBTCONSOLIDATION,9612.0,16.18,0
12686,29,69980.0,12,MORTGAGE,EDUCATION,20876.0,16.13,0
12687,46,57504.0,13,OWN,VENTURE,18205.0,17.91,1
12688,36,89970.0,0,RENT,PERSONAL,29331.0,15.71,1
12689,25,51766.0,5,MORTGAGE,MEDICAL,25129.0,18.49,0
12690,30,46695.0,13,MORTGAGE,PERSONAL,15934.0,10.16,0
12691,23,52796.0,5,MORTGAGE,PERSONAL,12095.0,12.54,0
12692,33,77543.0,13,MORTGAGE,EDUCATION,27958.0,5.7,1
12693,63,49559.0,3,RENT,EDUCATION,6240.0,5.6,0
12694,50,68139.0,6,MORTGAGE,DEBTCONSOLIDATION,20706.0,8.86,0
12695,26,43802.0,6,RENT,PERSONAL,12748.0,6.91,1
12696,37,108843.0,11,RENT,VENTURE,7298.0,9.14,0
12697,39,75205.0,8,MORTGAGE,EDUCATION,3861.0,7.98,0
12698,62,69159.0,11,MORTGAGE,EDUCATION,16142.0,5.9,0
12699,55,46516.0,0,MORTGAGE,VENTURE,25004.0,18.23,0
12700,46,85492.0,4,RENT,EDUCATION,28442.0,5.62,0
12701,25,64086.0,14,RENT,VENTURE,22431.0,15.81,1
12702,49,65480.0,9,OWN,MEDICAL,25965.0,7.63,0
12703,57,87091.0,2,MORTGAGE,VENTURE,9320.0,18.27,0
12704,40,82766.0,6,RENT,MEDICAL,13367.0,18.0,0
12705,41,73737.0,3,MORTGAGE,DEBTCONSOLIDATION,19482.0,14.65,0
12706,30,44265.0,3,RENT,DEBTCONSOLIDATION,7247.0,14.91,1
12707,25,105990.0,12,MORTGAGE,EDUCATION,3734.0,5.57,0
12708,56,50386.0,11,MORTGAGE,VENTURE,6663.0,19.29,0
12709,26,72425.0,0,RENT,EDUCATION,7909.0,17.79,0
12710,46,78254.0,0,RENT,VENTURE,21800.0,18.03,1
12711,24,88634.0,9,MORTGAGE,EDUCATION,14818.0,14.73,0
12712,59,82662.0,1,OWN,DEBTCONSOLIDATION,24686.0,10.33,1
12713,59,110452.0,14,MORTGAGE,DEBTCONSOLIDATION,25977.0,18.01,1
12714,55,45143.0,1,MORTGAGE,EDUCATION,19064.0,9.58,0
12715,21,50581.0,0,RENT,VENTURE,10163.0,13.38,1
12716,44,102443.0,7,MORTGAGE,PERSONAL,20454.0,6.9,0
12717,56,64424.0,5,RENT,VENTURE,15358.0,18.41,1
12718,26,76984.0,5,MORTGAGE,EDUCATION,8668.0,7.47,1
12719,61,76505.0,9,RENT,VENTURE,15016.0,8.65,0
12720,64,97699.0,9,MORTGAGE,MEDICAL,10001.0,13.31,0
12721,51,76258.0,8,RENT,VENTURE,11921.0,16.2,1
12722,40,60464.0,4,RENT,DEBTCONSOLIDATION,4191.0,14.17,1
12723,44,58649.0,14,RENT,DEBTCONSOLIDATION,10859.0,8.75,0
12724,45,77065.0,3,MORTGAGE,MEDICAL,28188.0,5.51,1
12725,56,69758.0,14,OWN,VENTURE,25970.0,16.1,0
12726,41,40596.0,10,MORTGAGE,PERSONAL,10872.0,19.29,1
12727,50,51374.0,5,RENT,VENTURE,27548.0,16.84,0
12728,44,38775.0,7,MORTGAGE,DEBTCONSOLIDATION,21230.0,11.94,1
12729,64,62388.0,13,MORTGAGE,DEBTCONSOLIDATION,28708.0,18.15,1
12730,62,56029.0,0,RENT,EDUCATION,20847.0,11.24,0
12731,50,118981.0,6,RENT,DEBTCONSOLIDATION,25221.0,12.85,1
12732,42,88639.0,7,OWN,EDUCATION,29105.0,12.18,0
12733,48,49645.0,8,RENT,DEBTCONSOLIDATION,29079.0,11.77,1
12734,27,66105.0,10,RENT,DEBTCONSOLIDATION,6922.0,16.35,1
12735,55,48668.0,7,MORTGAGE,PERSONAL,6392.0,12.87,0
12736,48,50960.0,6,RENT,EDUCATION,21567.0,9.93,0
12737,34,46357.0,2,MORTGAGE,EDUCATION,15541.0,9.11,1
12738,30,99604.0,1,MORTGAGE,DEBTCONSOLIDATION,21551.0,6.03,0
12739,36,86796.0,14,OWN,EDUCATION,21381.0,13.66,0
12740,36,50804.0,2,MORTGAGE,DEBTCONSOLIDATION,17015.0,8.72,1
12741,51,49626.0,3,RENT,DEBTCONSOLIDATION,24905.0,7.57,1
12742,62,63132.0,3,MORTGAGE,VENTURE,5227.0,14.65,0
12743,45,42951.0,5,RENT,EDUCATION,24948.0,15.04,1
12744,33,41449.0,11,MORTGAGE,MEDICAL,28728.0,16.03,1
12745,26,54065.0,6,MORTGAGE,EDUCATION,28304.0,12.55,0
12746,64,44130.0,11,OWN,EDUCATION,4024.0,18.02,0
12747,29,97287.0,3,MORTGAGE,PERSONAL,18713.0,18.61,1
12748,56,86702.0,9,RENT,MEDICAL,4486.0,16.8,0
12749,63,71993.0,5,RENT,MEDICAL,3155.0,14.4,1
12750,40,66875.0,8,MORTGAGE,PERSONAL,12082.0,9.75,0
12751,38,41054.0,13,RENT,PERSONAL,6477.0,19.26,0
12752,63,83517.0,5,MORTGAGE,EDUCATION,20569.0,9.34,1
12753,41,111368.0,13,RENT,VENTURE,9086.0,8.34,0
12754,24,64670.0,2,MORTGAGE,PERSONAL,4317.0,11.69,0
12755,53,84112.0,0,RENT,MEDICAL,5621.0,6.3,0
12756,47,63307.0,10,OWN,MEDICAL,6491.0,19.2,0
12757,27,102087.0,9,OWN,EDUCATION,17916.0,13.74,1
12758,26,82922.0,9,OWN,VENTURE,17248.0,13.3,0
12759,35,98080.0,12,RENT,DEBTCONSOLIDATION,4511.0,14.68,1
12760,38,114335.0,4,OWN,PERSONAL,26226.0,12.46,0
12761,52,61312.0,9,RENT,PERSONAL,27025.0,5.95,1
12762,31,101985.0,9,RENT,EDUCATION,11546.0,14.07,0
12763,40,92608.0,2,RENT,VENTURE,17612.0,15.53,1
12764,44,75277.0,7,OWN,MEDICAL,9848.0,11.33,0
12765,35,66551.0,9,RENT,MEDICAL,16274.0,16.1,0
12766,27,91597.0,14,MORTGAGE,DEBTCONSOLIDATION,23788.0,8.68,1
12767,41,80212.0,0,OWN,MEDICAL,23777.0,8.6,0
12768,62,44637.0,10,RENT,PERSONAL,19677.0,7.76,1
12769,46,78258.0,1,OWN,DEBTCONSOLIDATION,4465.0,10.71,0
12770,64,70693.0,2,MORTGAGE,VENTURE,18304.0,17.36,1
12771,34,44824.0,2,RENT,DEBTCONSOLIDATION,17669.0,17.09,1
12772,57,61950.0,11,MORTGAGE,VENTURE,13294.0,10.86,0
12773,41,58488.0,7,OWN,MEDICAL,28425.0,13.75,1
12774,38,35215.0,4,RENT,EDUCATION,5175.0,15.59,0
12775,25,76258.0,7,MORTGAGE,DEBTCONSOLIDATION,9849.0,8.88,0
12776,23,110900.0,10,RENT,DEBTCONSOLIDATION,14473.0,7.85,0
12777,43,103689.0,13,RENT,PERSONAL,29775.0,19.11,1
12778,46,58834.0,14,MORTGAGE,PERSONAL,11425.0,14.15,0
12779,57,69474.0,14,MORTGAGE,VENTURE,28013.0,19.24,0
12780,44,78066.0,10,MORTGAGE,EDUCATION,29928.0,10.23,0
12781,39,45400.0,5,MORTGAGE,PERSONAL,14222.0,15.34,0
12782,45,76258.0,14,MORTGAGE,PERSONAL,10444.0,8.62,0
12783,41,68896.0,11,MORTGAGE,MEDICAL,10210.0,9.16,0
12784,32,63899.0,1,RENT,MEDICAL,4759.0,12.67,0
12785,61,63229.0,10,MORTGAGE,PERSONAL,18091.0,9.97,1
12786,53,40583.0,3,MORTGAGE,VENTURE,23639.0,7.85,0
12787,24,39897.0,8,RENT,EDUCATION,26798.0,9.18,1
12788,62,106537.0,3,OWN,PERSONAL,2002.0,6.0,0
12789,27,39567.0,4,RENT,VENTURE,26514.0,15.36,0
12790,42,109807.0,4,MORTGAGE,VENTURE,19643.0,12.39,0
12791,53,112239.0,9,OWN,PERSONAL,10190.0,6.82,0
12792,37,48329.0,7,MORTGAGE,VENTURE,22707.0,7.9,1
12793,44,106792.0,5,RENT,DEBTCONSOLIDATION,17248.0,6.94,1
12794,54,35228.0,9,MORTGAGE,VENTURE,7773.0,14.08,1
12795,48,117214.0,6,RENT,PERSONAL,14786.0,6.82,1
12796,63,72052.0,5,MORTGAGE,VENTURE,20952.0,16.06,1
12797,61,92769.0,13,MORTGAGE,PERSONAL,17037.0,5.79,0
12798,59,81032.0,13,MORTGAGE,MEDICAL,3885.0,8.99,0
12799,42,68686.0,13,MORTGAGE,PERSONAL,9060.0,17.97,0
12800,37,111981.0,4,MORTGAGE,VENTURE,18331.0,15.56,0
12801,54,98261.0,14,RENT,PERSONAL,9844.0,6.52,0
12802,26,37809.0,4,RENT,EDUCATION,24495.0,17.0,1
12803,26,76785.0,2,MORTGAGE,PERSONAL,15450.0,12.4,1
12804,54,71547.0,6,OWN,PERSONAL,11491.0,17.35,1
12805,21,77818.0,12,RENT,EDUCATION,20722.0,13.91,1
12806,30,106927.0,9,OWN,EDUCATION,11268.0,15.05,0
12807,41,100681.0,4,RENT,EDUCATION,22142.0,19.41,1
12808,25,114465.0,6,RENT,DEBTCONSOLIDATION,29757.0,8.75,0
12809,22,72333.0,14,MORTGAGE,PERSONAL,23194.0,14.24,1
12810,42,51576.0,1,RENT,EDUCATION,11139.0,11.94,1
12811,22,74405.0,8,RENT,EDUCATION,8791.0,6.05,0
12812,30,108779.0,7,RENT,MEDICAL,9171.0,5.7,1
12813,54,76258.0,14,MORTGAGE,DEBTCONSOLIDATION,21115.0,7.17,0
12814,36,102946.0,4,MORTGAGE,PERSONAL,19253.0,14.59,0
12815,59,102356.0,1,MORTGAGE,VENTURE,23550.0,13.44,1
12816,42,87116.0,5,RENT,DEBTCONSOLIDATION,2093.0,13.25,0
12817,32,97894.0,7,MORTGAGE,DEBTCONSOLIDATION,4987.0,5.95,0
12818,44,69635.0,6,MORTGAGE,MEDICAL,14847.0,12.07,0
12819,60,42465.0,7,MORTGAGE,PERSONAL,11967.0,18.44,1
12820,58,91754.0,3,MORTGAGE,PERSONAL,18218.0,11.07,0
12821,30,73871.0,13,RENT,EDUCATION,12452.0,14.25,1
12822,55,97874.0,2,OWN,EDUCATION,10627.0,16.42,0
12823,52,112733.0,6,RENT,DEBTCONSOLIDATION,6947.0,16.47,0
12824,27,64511.0,1,RENT,MEDICAL,8651.0,12.77,1
12825,41,115960.0,13,MORTGAGE,PERSONAL,25363.0,17.51,1
12826,40,83821.0,4,MORTGAGE,MEDICAL,25178.0,10.98,1
12827,46,100776.0,12,MORTGAGE,VENTURE,24908.0,17.94,1
12828,24,105167.0,6,OWN,PERSONAL,5144.0,8.86,1
12829,42,110135.0,0,RENT,EDUCATION,21971.0,9.42,0
12830,35,79462.0,3,RENT,DEBTCONSOLIDATION,18460.0,6.24,1
12831,60,96382.0,14,RENT,MEDICAL,27391.0,16.64,0
12832,41,67574.0,1,OWN,EDUCATION,10959.0,11.34,0
12833,35,76910.0,5,MORTGAGE,DEBTCONSOLIDATION,24937.0,8.71,0
12834,42,108531.0,11,RENT,EDUCATION,10297.0,8.75,0
12835,48,60186.0,0,MORTGAGE,PERSONAL,8694.0,18.12,1
12836,34,76258.0,6,RENT,MEDICAL,17835.0,17.17,0
12837,47,113812.0,2,MORTGAGE,VENTURE,21257.0,13.25,0
12838,61,113282.0,11,OWN,EDUCATION,5346.0,14.13,0
12839,60,53557.0,0,RENT,MEDICAL,25408.0,12.14,1
12840,48,63060.0,14,MORTGAGE,PERSONAL,21532.0,10.98,0
12841,46,93866.0,7,MORTGAGE,EDUCATION,13340.0,18.32,0
12842,22,107104.0,6,OWN,PERSONAL,28041.0,7.26,0
12843,45,119577.0,1,OWN,VENTURE,29163.0,11.36,1
12844,23,41080.0,6,RENT,VENTURE,2244.0,10.32,0
12845,28,48854.0,2,MORTGAGE,DEBTCONSOLIDATION,4625.0,12.47,0
12846,64,102695.0,14,MORTGAGE,DEBTCONSOLIDATION,5849.0,11.91,0
12847,53,62025.0,12,RENT,DEBTCONSOLIDATION,11597.0,12.76,0
12848,62,87982.0,8,RENT,PERSONAL,27557.0,7.46,0
12849,55,76081.0,7,MORTGAGE,DEBTCONSOLIDATION,9737.0,12.68,1
12850,26,39368.0,4,RENT,MEDICAL,16024.0,8.89,0
12851,59,62094.0,6,MORTGAGE,PERSONAL,14000.0,8.08,0
12852,43,81040.0,2,OWN,PERSONAL,10333.0,6.41,0
12853,45,101766.0,0,OWN,DEBTCONSOLIDATION,19276.0,16.18,0
12854,63,118053.0,0,RENT,DEBTCONSOLIDATION,23871.0,11.48,1
12855,39,58991.0,14,RENT,PERSONAL,25635.0,14.27,1
12856,25,36301.0,10,RENT,VENTURE,9310.0,15.69,1
12857,31,63610.0,1,MORTGAGE,VENTURE,4399.0,15.01,0
12858,32,116463.0,7,MORTGAGE,DEBTCONSOLIDATION,6640.0,12.09,0
12859,30,69678.0,0,MORTGAGE,VENTURE,21344.0,10.93,0
12860,28,59466.0,10,MORTGAGE,MEDICAL,12391.0,10.76,0
12861,44,115440.0,11,RENT,MEDICAL,25709.0,14.46,0
12862,48,75875.0,4,RENT,MEDICAL,19853.0,12.43,1
12863,61,61081.0,8,MORTGAGE,PERSONAL,12892.0,17.39,0
12864,56,59354.0,11,OWN,PERSONAL,13197.0,17.75,1
12865,57,53300.0,8,RENT,PERSONAL,15050.0,7.89,0
12866,41,99384.0,1,RENT,PERSONAL,5374.0,7.41,1
12867,28,95892.0,6,RENT,PERSONAL,14911.0,14.33,0
12868,29,70525.0,10,RENT,DEBTCONSOLIDATION,10847.0,9.72,0
12869,35,61532.0,0,MORTGAGE,VENTURE,16785.0,5.76,0
12870,60,41464.0,2,MORTGAGE,DEBTCONSOLIDATION,12960.0,17.94,1
12871,38,51562.0,5,MORTGAGE,VENTURE,15535.0,8.68,1
12872,62,90514.0,8,MORTGAGE,DEBTCONSOLIDATION,10234.0,18.51,1
12873,40,109219.0,9,MORTGAGE,MEDICAL,12503.0,15.54,0
12874,26,67634.0,1,OWN,EDUCATION,26307.0,16.18,0
12875,32,35060.0,6,RENT,PERSONAL,7122.0,8.32,0
12876,22,44269.0,14,MORTGAGE,EDUCATION,11852.0,8.78,1
12877,27,76258.0,3,RENT,EDUCATION,7387.0,12.8,1
12878,36,58065.0,1,RENT,MEDICAL,9631.0,7.91,0
12879,23,37895.0,2,RENT,EDUCATION,9226.0,9.78,1
12880,23,115859.0,5,OWN,EDUCATION,7108.0,10.0,0
12881,47,47352.0,9,RENT,MEDICAL,20608.0,7.73,1
12882,63,84737.0,8,RENT,VENTURE,4110.0,8.37,0
12883,60,67016.0,7,OWN,DEBTCONSOLIDATION,2957.0,16.54,0
12884,58,96304.0,9,MORTGAGE,EDUCATION,9146.0,7.84,0
12885,53,46962.0,13,OWN,PERSONAL,2560.0,5.9,0
12886,48,68302.0,10,MORTGAGE,MEDICAL,27906.0,14.31,1
12887,21,39011.0,8,RENT,EDUCATION,25797.0,19.16,1
12888,28,54782.0,3,RENT,VENTURE,3312.0,10.14,0
12889,57,76258.0,11,OWN,VENTURE,20205.0,7.16,1
12890,52,74725.0,3,OWN,PERSONAL,29578.0,13.49,0
12891,63,44196.0,14,MORTGAGE,EDUCATION,13595.0,18.19,0
12892,57,78459.0,8,MORTGAGE,PERSONAL,24030.0,16.48,0
12893,24,113863.0,7,MORTGAGE,VENTURE,23329.0,14.22,0
12894,50,67769.0,11,MORTGAGE,VENTURE,7374.0,9.91,1
12895,26,59700.0,14,RENT,DEBTCONSOLIDATION,4651.0,13.09,1
12896,39,115356.0,1,RENT,VENTURE,12006.0,6.78,0
12897,52,111427.0,0,OWN,MEDICAL,11933.0,15.01,0
12898,29,40269.0,0,RENT,DEBTCONSOLIDATION,23085.0,15.65,1
12899,32,78880.0,8,RENT,PERSONAL,18172.0,19.01,1
12900,31,43320.0,8,RENT,VENTURE,4877.0,9.15,0
12901,36,84589.0,12,RENT,MEDICAL,23966.0,5.76,0
12902,21,111276.0,14,RENT,DEBTCONSOLIDATION,29846.0,13.14,0
12903,41,70897.0,7,RENT,MEDICAL,23774.0,15.4,1
12904,50,93565.0,10,MORTGAGE,DEBTCONSOLIDATION,6083.0,16.57,1
12905,33,65930.0,4,MORTGAGE,DEBTCONSOLIDATION,2745.0,8.21,0
12906,54,92233.0,4,MORTGAGE,DEBTCONSOLIDATION,10749.0,9.16,1
12907,24,117821.0,12,MORTGAGE,PERSONAL,29877.0,12.68,0
12908,48,49380.0,2,RENT,DEBTCONSOLIDATION,19325.0,10.13,1
12909,58,111896.0,4,RENT,DEBTCONSOLIDATION,22407.0,17.55,0
12910,51,105934.0,3,RENT,MEDICAL,20680.0,12.13,1
12911,47,90830.0,0,MORTGAGE,DEBTCONSOLIDATION,19323.0,16.69,0
12912,25,40529.0,8,MORTGAGE,PERSONAL,19994.0,13.63,1
12913,45,117987.0,14,RENT,MEDICAL,24684.0,16.32,1
12914,23,84178.0,9,RENT,DEBTCONSOLIDATION,3725.0,10.16,0
12915,53,41937.0,13,MORTGAGE,MEDICAL,27560.0,17.14,1
12916,24,74886.0,3,OWN,PERSONAL,28163.0,9.34,0
12917,45,84699.0,2,MORTGAGE,MEDICAL,14213.0,13.15,1
12918,40,111396.0,5,RENT,PERSONAL,11528.0,8.5,0
12919,54,60279.0,0,RENT,VENTURE,16162.0,12.16,0
12920,46,73106.0,4,MORTGAGE,DEBTCONSOLIDATION,29713.0,9.95,0
12921,25,114737.0,14,MORTGAGE,PERSONAL,10853.0,9.23,0
12922,55,75544.0,6,MORTGAGE,DEBTCONSOLIDATION,9187.0,19.04,1
12923,48,43997.0,1,OWN,PERSONAL,2032.0,7.74,0
12924,49,75860.0,9,OWN,EDUCATION,16893.0,16.52,0
12925,29,38225.0,8,MORTGAGE,EDUCATION,16408.0,19.28,1
12926,58,94470.0,11,RENT,EDUCATION,24369.0,5.78,1
12927,26,98656.0,14,RENT,PERSONAL,17160.0,15.29,0
12928,39,86880.0,5,MORTGAGE,DEBTCONSOLIDATION,5414.0,9.04,0
12929,64,96078.0,1,RENT,EDUCATION,19540.0,6.07,0
12930,31,111290.0,7,OWN,DEBTCONSOLIDATION,21510.0,11.14,0
12931,22,91633.0,7,MORTGAGE,PERSONAL,26636.0,18.59,0
12932,64,61655.0,0,MORTGAGE,DEBTCONSOLIDATION,14120.0,5.66,0
12933,64,78601.0,11,RENT,DEBTCONSOLIDATION,3543.0,13.73,0
12934,29,38114.0,0,RENT,EDUCATION,2271.0,12.52,1
12935,41,61502.0,0,MORTGAGE,MEDICAL,7295.0,17.73,1
12936,44,84768.0,11,MORTGAGE,VENTURE,22460.0,6.68,0
12937,54,83128.0,3,MORTGAGE,PERSONAL,16963.0,15.04,0
12938,42,55028.0,3,OWN,PERSONAL,13580.0,15.02,0
12939,23,90565.0,7,RENT,PERSONAL,24286.0,14.87,1
12940,32,118123.0,0,MORTGAGE,VENTURE,29328.0,18.69,1
12941,48,70333.0,9,MORTGAGE,MEDICAL,21093.0,17.02,0
12942,50,38174.0,2,MORTGAGE,DEBTCONSOLIDATION,27730.0,6.09,1
12943,46,70398.0,10,RENT,PERSONAL,23605.0,12.1,0
12944,41,70929.0,0,RENT,DEBTCONSOLIDATION,14597.0,11.07,0
12945,48,39321.0,8,OWN,EDUCATION,14045.0,9.84,1
12946,46,90421.0,9,MORTGAGE,EDUCATION,15603.0,11.82,0
12947,53,107635.0,11,MORTGAGE,EDUCATION,11937.0,10.88,0
12948,41,58760.0,8,RENT,PERSONAL,16830.0,11.55,0
12949,55,46360.0,6,RENT,VENTURE,26913.0,19.21,1
12950,54,45313.0,12,OWN,PERSONAL,8722.0,6.74,0
12951,61,40801.0,11,RENT,EDUCATION,10201.0,18.41,0
12952,38,49130.0,14,MORTGAGE,EDUCATION,6144.0,12.22,1
12953,31,49271.0,7,MORTGAGE,PERSONAL,7606.0,14.23,1
12954,43,51075.0,0,OWN,VENTURE,8766.0,17.12,1
12955,42,53984.0,4,RENT,VENTURE,19114.0,10.55,0
12956,37,95942.0,14,MORTGAGE,DEBTCONSOLIDATION,17928.0,11.53,1
12957,25,47861.0,13,RENT,MEDICAL,23274.0,11.23,0
12958,64,117203.0,1,RENT,EDUCATION,3648.0,10.75,0
12959,31,106376.0,12,MORTGAGE,VENTURE,22612.0,18.46,0
12960,50,96247.0,0,MORTGAGE,EDUCATION,4130.0,17.11,0
12961,35,104101.0,2,MORTGAGE,MEDICAL,16392.0,7.03,0
12962,47,55977.0,0,RENT,EDUCATION,12588.0,7.01,0
12963,55,85617.0,0,RENT,VENTURE,6366.0,11.49,1
12964,53,92473.0,10,RENT,DEBTCONSOLIDATION,3506.0,6.88,0
12965,40,107902.0,1,RENT,PERSONAL,20542.0,14.17,0
12966,36,50630.0,1,MORTGAGE,PERSONAL,21300.0,7.51,0
12967,54,55056.0,3,RENT,VENTURE,17222.0,12.81,0
12968,22,42382.0,14,MORTGAGE,VENTURE,14363.0,5.6,0
12969,55,90739.0,11,RENT,MEDICAL,21613.0,9.93,0
12970,60,116685.0,2,RENT,EDUCATION,13795.0,14.98,0
12971,48,83639.0,2,MORTGAGE,MEDICAL,11858.0,12.28,0
12972,59,94838.0,9,RENT,PERSONAL,14616.0,19.2,1
12973,26,81041.0,4,RENT,EDUCATION,24649.0,17.74,0
12974,29,35992.0,2,RENT,MEDICAL,6136.0,10.53,0
12975,40,107394.0,10,RENT,PERSONAL,15478.0,6.14,0
12976,21,102657.0,6,OWN,EDUCATION,13161.0,17.34,1
12977,28,62160.0,4,RENT,DEBTCONSOLIDATION,4689.0,18.26,1
12978,43,80156.0,3,MORTGAGE,DEBTCONSOLIDATION,25574.0,16.99,1
12979,23,86375.0,11,MORTGAGE,MEDICAL,28902.0,7.29,1
12980,24,54572.0,2,OWN,VENTURE,4810.0,19.47,0
12981,45,39136.0,14,RENT,EDUCATION,29092.0,9.12,1
12982,58,96868.0,11,MORTGAGE,MEDICAL,13663.0,15.64,0
12983,35,117263.0,3,RENT,VENTURE,8152.0,18.21,1
12984,41,67167.0,13,MORTGAGE,VENTURE,2012.0,8.8,1
12985,55,50479.0,14,MORTGAGE,EDUCATION,13162.0,18.22,1
12986,34,66376.0,11,RENT,EDUCATION,24322.0,9.83,0
12987,56,39823.0,1,MORTGAGE,VENTURE,9999.0,19.17,0
12988,32,105456.0,0,MORTGAGE,PERSONAL,9219.0,9.44,0
12989,37,54585.0,2,MORTGAGE,MEDICAL,7328.0,18.85,0
12990,59,52272.0,10,RENT,EDUCATION,5621.0,6.25,0
12991,29,61619.0,1,OWN,VENTURE,22067.0,15.43,1
12992,55,110069.0,0,MORTGAGE,PERSONAL,26256.0,12.95,1
12993,33,74895.0,0,RENT,DEBTCONSOLIDATION,13665.0,12.19,1
12994,35,38720.0,1,MORTGAGE,VENTURE,23694.0,8.63,1
12995,38,76258.0,12,RENT,PERSONAL,13314.0,15.38,1
12996,53,50696.0,12,RENT,DEBTCONSOLIDATION,2652.0,8.17,0
12997,26,64968.0,8,MORTGAGE,PERSONAL,24183.0,13.24,1
12998,47,88364.0,12,MORTGAGE,EDUCATION,18182.0,9.05,0
12999,43,58345.0,12,MORTGAGE,VENTURE,10812.0,18.88,0
13000,47,86567.0,4,MORTGAGE,DEBTCONSOLIDATION,5790.0,5.9,0
